experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,avg_memory_over_time,max_memory_over_time
docker_container_and_daemon,33,2025-02-02T20:23:29.606563,96498550321,74100171857,25217594190,178016657,107567,53763494382,19919097370,166314237,240710503,328507392
wasm_aot,32,2025-02-02T20:24:28.052877,26564992787541,29652458163818,16608030177696,13816556119,6938372,15375425213814,3203126348776,171834182312,341541609,422879232
wasm_interpreted,34,2025-02-02T20:25:18.941107,27165407925022,30413367588827,16996693254194,14096281685,7047895,15724674299237,3306356242843,177791598817,273874893,436813824
wasm_interpreted,35,2025-02-02T20:39:21.729052,27942087736025,31216119337707,17468581302372,14476975603,7157165,16188247177659,3387839192265,183330119643,269045635,452411392
docker_container,34,2025-02-02T20:53:24.903521,67887095496,58596801101,13389269429,76864642,101779,30608821912,11413325350,164598581,170528768,287367168
docker_container_and_daemon,34,2025-02-02T20:53:24.903521,168913873441,79514224986,40147850345,91759021,109976,45695267308,22801264206,276641851,258564642,330022912
wasm_aot,33,2025-02-02T20:54:21.987879,28004025291507,31270509038031,17482264321802,14563334193,7261339,16218038907577,3397467132568,183491332939,319917939,415199232
wasm_interpreted,36,2025-02-02T20:55:06.017603,28690484280105,32147902481722,17916948413028,14872120480,7371259,16655740249408,3486076632477,189058562761,249619163,438853632
wasm_aot,34,2025-02-02T21:09:04.993238,28754331023459,32207670146811,17929081257970,14952910524,7473761,16682136662002,3494855204466,189247430579,354181284,438071296
wasm_interpreted,37,2025-02-02T21:09:45.234405,29464336133733,32996086560542,18401306343364,15306517658,7584813,17156579798970,3575057688305,194885398415,268543461,439074816
wasm_interpreted,38,2025-02-02T21:23:30.588620,30189959888572,33860370083765,18899194846284,15769855103,7693333,17599748828924,3660879025633,200197867307,267732060,445493248
docker_container,35,2025-02-02T21:37:26.031637,70620118643,61199610387,12276312305,78575484,101661,27564524990,10564151302,164593560,197065728,281903104
docker_container_and_daemon,35,2025-02-02T21:37:26.031637,165266418747,123214050548,39790867769,146491249,105410,63712986030,22043940788,507070395,259498530,332435456
wasm_aot,35,2025-02-02T21:38:22.079680,30252364955947,33918166957012,18909712717518,15853778153,7798234,17629634091799,3670778830158,200395604729,330863138,420962304
wasm_interpreted,39,2025-02-02T21:39:06.986814,31000970034068,34798435005185,19382884475907,16261594242,7907802,18061265755236,3756569026919,205706830666,276809099,445435904
docker_container,36,2025-02-02T21:53:11.202178,69714588410,59485308005,13582106687,76782892,101636,31245854789,11521156237,163324976,175268068,282017792
docker_container_and_daemon,36,2025-02-02T21:53:11.202178,172024206027,102298468471,40609090772,149856281,106200,50523879738,23097401204,285881550,253653793,328491008
docker_container,37,2025-02-02T21:54:07.929488,65240305070,57550341170,12831655613,76616309,102630,29081091859,10633981467,147214853,149399097,252104704
docker_container_and_daemon,37,2025-02-02T21:54:07.929488,173479734248,88323679129,46202954857,106824394,106238,59122085587,27126548896,255531540,217760125,296148992
wasm_aot,36,2025-02-02T21:54:55.666852,31060511334795,34851130169702,19394427124757,16340984813,8011337,18088059073933,3766354170855,205893541240,406653513,427233280
wasm_aot,37,2025-02-02T21:55:41.213450,31126294287829,34908665978407,19407554089344,16428672031,8115262,18118280636356,3776525725825,206040835827,331918831,396050432
wasm_aot,38,2025-02-02T21:56:26.523516,31188560574990,34963488030265,19418449726893,16510756388,8218808,18146026061800,3785877979745,206189863691,346292083,429588480
docker_container,38,2025-02-02T21:57:12.284588,76446248552,65008332241,14149720505,86315200,103054,32434417832,11910207687,169371540,159189675,286576640
docker_container_and_daemon,38,2025-02-02T21:57:12.284588,145753380419,69609629371,28647832381,257763738,111420,39422835303,21639879004,214983648,257814194,334778368
wasm_aot,39,2025-02-02T21:58:12.367220,31258233504007,35026681159467,19431369642208,16593742278,8322286,18177106404842,3796241550439,206361952218,324973909,420478976
wasm_interpreted,40,2025-02-02T21:59:00.037010,32131861880978,35996045365273,20014118550948,16986124423,8431500,18577709942593,3896571992983,212352370337,272199061,440307712
docker_container,39,2025-02-02T22:12:52.917021,76439269056,64172599172,14957743686,84137267,103043,34521506391,12478844120,168719350,176764700,272220160
docker_container_and_daemon,39,2025-02-02T22:12:52.917021,202191485491,129825077918,48394272151,267653695,108640,86107744831,25225816082,364573360,258123153,317259776
docker_container,40,2025-02-02T22:13:49.916734,70405637534,60296873889,13153363232,85648070,102900,30242904197,11542624893,165322123,129048576,248225792
docker_container_and_daemon,40,2025-02-02T22:13:49.916734,179049776193,98854927529,48989726760,196292829,108341,55347365704,24934213223,361373180,221209245,297132032
docker_container,41,2025-02-02T22:14:43.400010,67516084962,56970811302,12798628688,79488338,103254,28892461205,10770901029,162888200,158744576,274587648
docker_container_and_daemon,41,2025-02-02T22:14:43.400010,153670111189,105093471286,39569139938,266978632,109385,53171237032,23292690508,475647116,236114098,315191296
wasm_interpreted,41,2025-02-02T22:15:34.179177,32878895963068,36853758763243,20501137629842,17354669856,8541006,18995007411813,3979653298838,217638437922,269027719,457113600
wasm_interpreted,42,2025-02-02T22:29:12.318454,33726312484925,37818130181342,20918969652189,17717216239,8650222,19447832833604,4078482772362,223651293484,266338357,439709696
